Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GCE","Emissions from Crops","100","Bulgaria","72342","Crop residues (Direct emissions N2O)","01510","Potatoes","2022","2022","3050","FAO TIER 1","kt","0.0058","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72362","Crop residues (Indirect emissions N2O)","01510","Potatoes","2022","2022","3050","FAO TIER 1","kt","0.0013","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72392","Crop residues (N content)","0113","Rice","2022","2022","3050","FAO TIER 1","kg","700200.9123","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72302","Crop residues (Emissions N2O)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","0.0135","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72342","Crop residues (Direct emissions N2O)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","0.011","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72362","Crop residues (Indirect emissions N2O)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","0.0025","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","7245","Burning crop residues (Biomass burned, dry matter)","0113","Rice","2022","2022","3050","FAO TIER 1","t","5819","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72307","Burning crop residues (Emissions N2O)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","0.0004","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72257","Burning crop residues (Emissions CH4)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","0.0157","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","5312","Area harvested","0113","Rice","2022","2022","3050","FAO TIER 1","ha","10580","A","Official figure",""
"GCE","Emissions from Crops","100","Bulgaria","72255","Rice cultivation (Emissions CH4)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","2.9624","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72392","Crop residues (N content)","0116","Rye","2022","2022","3050","FAO TIER 1","kg","205134.7254","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72302","Crop residues (Emissions N2O)","0116","Rye","2022","2022","3050","FAO TIER 1","kt","0.0039","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72342","Crop residues (Direct emissions N2O)","0116","Rye","2022","2022","3050","FAO TIER 1","kt","0.0032","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72362","Crop residues (Indirect emissions N2O)","0116","Rye","2022","2022","3050","FAO TIER 1","kt","0.0007","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72392","Crop residues (N content)","0114","Sorghum","2022","2022","3050","FAO TIER 1","kg","68148.5376","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72302","Crop residues (Emissions N2O)","0114","Sorghum","2022","2022","3050","FAO TIER 1","kt","0.0013","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72342","Crop residues (Direct emissions N2O)","0114","Sorghum","2022","2022","3050","FAO TIER 1","kt","0.0011","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72362","Crop residues (Indirect emissions N2O)","0114","Sorghum","2022","2022","3050","FAO TIER 1","kt","0.0002","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72392","Crop residues (N content)","0141","Soya beans","2022","2022","3050","FAO TIER 1","kg","200739.2562","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72302","Crop residues (Emissions N2O)","0141","Soya beans","2022","2022","3050","FAO TIER 1","kt","0.0039","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72342","Crop residues (Direct emissions N2O)","0141","Soya beans","2022","2022","3050","FAO TIER 1","kt","0.0032","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72362","Crop residues (Indirect emissions N2O)","0141","Soya beans","2022","2022","3050","FAO TIER 1","kt","0.0007","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72392","Crop residues (N content)","0111","Wheat","2022","2022","3050","FAO TIER 1","kg","80282044.9338","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72302","Crop residues (Emissions N2O)","0111","Wheat","2022","2022","3050","FAO TIER 1","kt","1.5454","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72342","Crop residues (Direct emissions N2O)","0111","Wheat","2022","2022","3050","FAO TIER 1","kt","1.2616","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72362","Crop residues (Indirect emissions N2O)","0111","Wheat","2022","2022","3050","FAO TIER 1","kt","0.2839","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","7245","Burning crop residues (Biomass burned, dry matter)","0111","Wheat","2022","2022","3050","FAO TIER 1","t","482632","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72307","Burning crop residues (Emissions N2O)","0111","Wheat","2022","2022","3050","FAO TIER 1","kt","0.0338","E","Estimated value",""
"GCE","Emissions from Crops","100","Bulgaria","72257","Burning crop residues (Emissions CH4)","0111","Wheat","2022","2022","3050","FAO TIER 1","kt","1.3031","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72392","Crop residues (N content)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kg","18098673.9222","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72302","Crop residues (Emissions N2O)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kt","0.3484","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72342","Crop residues (Direct emissions N2O)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kt","0.2844","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72362","Crop residues (Indirect emissions N2O)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kt","0.064","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","7245","Burning crop residues (Biomass burned, dry matter)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","t","1090429.3178","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72307","Burning crop residues (Emissions N2O)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kt","0.0763","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72257","Burning crop residues (Emissions CH4)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kt","2.9442","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72302","Crop residues (Emissions N2O)","01802","Sugar cane","2022","2022","3050","FAO TIER 1","kt","","A","Official figure",""
"GCE","Emissions from Crops","854","Burkina Faso","7245","Burning crop residues (Biomass burned, dry matter)","01802","Sugar cane","2022","2022","3050","FAO TIER 1","t","3197.4578","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72307","Burning crop residues (Emissions N2O)","01802","Sugar cane","2022","2022","3050","FAO TIER 1","kt","0.0002","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72257","Burning crop residues (Emissions CH4)","01802","Sugar cane","2022","2022","3050","FAO TIER 1","kt","0.0086","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72392","Crop residues (N content)","0118","Millet","2022","2022","3050","FAO TIER 1","kg","11052413.2166","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72302","Crop residues (Emissions N2O)","0118","Millet","2022","2022","3050","FAO TIER 1","kt","0.2128","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72342","Crop residues (Direct emissions N2O)","0118","Millet","2022","2022","3050","FAO TIER 1","kt","0.1737","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72362","Crop residues (Indirect emissions N2O)","0118","Millet","2022","2022","3050","FAO TIER 1","kt","0.0391","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72392","Crop residues (N content)","01510","Potatoes","2022","2022","3050","FAO TIER 1","kg","345302.3623","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72302","Crop residues (Emissions N2O)","01510","Potatoes","2022","2022","3050","FAO TIER 1","kt","0.0066","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72342","Crop residues (Direct emissions N2O)","01510","Potatoes","2022","2022","3050","FAO TIER 1","kt","0.0054","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72362","Crop residues (Indirect emissions N2O)","01510","Potatoes","2022","2022","3050","FAO TIER 1","kt","0.0012","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72392","Crop residues (N content)","0113","Rice","2022","2022","3050","FAO TIER 1","kg","7190692.9984","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72302","Crop residues (Emissions N2O)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","0.1384","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72342","Crop residues (Direct emissions N2O)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","0.113","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72362","Crop residues (Indirect emissions N2O)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","0.0254","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","7245","Burning crop residues (Biomass burned, dry matter)","0113","Rice","2022","2022","3050","FAO TIER 1","t","109160.2377","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72307","Burning crop residues (Emissions N2O)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","0.0076","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72257","Burning crop residues (Emissions CH4)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","0.2947","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","5312","Area harvested","0113","Rice","2022","2022","3050","FAO TIER 1","ha","198473","A","Official figure",""
"GCE","Emissions from Crops","854","Burkina Faso","72255","Rice cultivation (Emissions CH4)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","49.4595","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72392","Crop residues (N content)","0114","Sorghum","2022","2022","3050","FAO TIER 1","kg","34189855.7984","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72302","Crop residues (Emissions N2O)","0114","Sorghum","2022","2022","3050","FAO TIER 1","kt","0.6582","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72342","Crop residues (Direct emissions N2O)","0114","Sorghum","2022","2022","3050","FAO TIER 1","kt","0.5373","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72362","Crop residues (Indirect emissions N2O)","0114","Sorghum","2022","2022","3050","FAO TIER 1","kt","0.1209","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72392","Crop residues (N content)","0141","Soya beans","2022","2022","3050","FAO TIER 1","kg","2891759.8958","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72302","Crop residues (Emissions N2O)","0141","Soya beans","2022","2022","3050","FAO TIER 1","kt","0.0557","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72342","Crop residues (Direct emissions N2O)","0141","Soya beans","2022","2022","3050","FAO TIER 1","kt","0.0454","E","Estimated value",""
"GCE","Emissions from Crops","854","Burkina Faso","72362","Crop residues (Indirect emissions N2O)","0141","Soya beans","2022","2022","3050","FAO TIER 1","kt","0.0102","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72392","Crop residues (N content)","01701","Beans, dry","2022","2022","3050","FAO TIER 1","kg","8953303.734","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72302","Crop residues (Emissions N2O)","01701","Beans, dry","2022","2022","3050","FAO TIER 1","kt","0.1724","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72342","Crop residues (Direct emissions N2O)","01701","Beans, dry","2022","2022","3050","FAO TIER 1","kt","0.1407","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72362","Crop residues (Indirect emissions N2O)","01701","Beans, dry","2022","2022","3050","FAO TIER 1","kt","0.0317","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72392","Crop residues (N content)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kg","2847351.3239","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72302","Crop residues (Emissions N2O)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kt","0.0548","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72342","Crop residues (Direct emissions N2O)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kt","0.0447","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72362","Crop residues (Indirect emissions N2O)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kt","0.0101","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","7245","Burning crop residues (Biomass burned, dry matter)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","t","180000","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72307","Burning crop residues (Emissions N2O)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kt","0.0126","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72257","Burning crop residues (Emissions CH4)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kt","0.486","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72302","Crop residues (Emissions N2O)","01802","Sugar cane","2022","2022","3050","FAO TIER 1","kt","","A","Official figure",""
"GCE","Emissions from Crops","108","Burundi","7245","Burning crop residues (Biomass burned, dry matter)","01802","Sugar cane","2022","2022","3050","FAO TIER 1","t","1752.9068","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72307","Burning crop residues (Emissions N2O)","01802","Sugar cane","2022","2022","3050","FAO TIER 1","kt","0.0001","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72257","Burning crop residues (Emissions CH4)","01802","Sugar cane","2022","2022","3050","FAO TIER 1","kt","0.0047","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72392","Crop residues (N content)","0118","Millet","2022","2022","3050","FAO TIER 1","kg","131102.0608","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72302","Crop residues (Emissions N2O)","0118","Millet","2022","2022","3050","FAO TIER 1","kt","0.0025","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72342","Crop residues (Direct emissions N2O)","0118","Millet","2022","2022","3050","FAO TIER 1","kt","0.0021","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72362","Crop residues (Indirect emissions N2O)","0118","Millet","2022","2022","3050","FAO TIER 1","kt","0.0005","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72392","Crop residues (N content)","01510","Potatoes","2022","2022","3050","FAO TIER 1","kg","1083557.3377","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72302","Crop residues (Emissions N2O)","01510","Potatoes","2022","2022","3050","FAO TIER 1","kt","0.0209","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72342","Crop residues (Direct emissions N2O)","01510","Potatoes","2022","2022","3050","FAO TIER 1","kt","0.017","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72362","Crop residues (Indirect emissions N2O)","01510","Potatoes","2022","2022","3050","FAO TIER 1","kt","0.0038","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72392","Crop residues (N content)","0113","Rice","2022","2022","3050","FAO TIER 1","kg","2027167.9882","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72302","Crop residues (Emissions N2O)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","0.039","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72342","Crop residues (Direct emissions N2O)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","0.0319","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72362","Crop residues (Indirect emissions N2O)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","0.0072","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","7245","Burning crop residues (Biomass burned, dry matter)","0113","Rice","2022","2022","3050","FAO TIER 1","t","29942.5725","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72307","Burning crop residues (Emissions N2O)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","0.0021","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72257","Burning crop residues (Emissions CH4)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","0.0808","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","5312","Area harvested","0113","Rice","2022","2022","3050","FAO TIER 1","ha","54441","I","Imputed value",""
"GCE","Emissions from Crops","108","Burundi","72255","Rice cultivation (Emissions CH4)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","3.8109","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72392","Crop residues (N content)","0114","Sorghum","2022","2022","3050","FAO TIER 1","kg","584107.632","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72302","Crop residues (Emissions N2O)","0114","Sorghum","2022","2022","3050","FAO TIER 1","kt","0.0112","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72342","Crop residues (Direct emissions N2O)","0114","Sorghum","2022","2022","3050","FAO TIER 1","kt","0.0092","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72362","Crop residues (Indirect emissions N2O)","0114","Sorghum","2022","2022","3050","FAO TIER 1","kt","0.0021","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72392","Crop residues (N content)","0141","Soya beans","2022","2022","3050","FAO TIER 1","kg","77047.7153","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72302","Crop residues (Emissions N2O)","0141","Soya beans","2022","2022","3050","FAO TIER 1","kt","0.0015","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72342","Crop residues (Direct emissions N2O)","0141","Soya beans","2022","2022","3050","FAO TIER 1","kt","0.0012","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72362","Crop residues (Indirect emissions N2O)","0141","Soya beans","2022","2022","3050","FAO TIER 1","kt","0.0003","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72392","Crop residues (N content)","0111","Wheat","2022","2022","3050","FAO TIER 1","kg","156223.8463","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72302","Crop residues (Emissions N2O)","0111","Wheat","2022","2022","3050","FAO TIER 1","kt","0.003","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72342","Crop residues (Direct emissions N2O)","0111","Wheat","2022","2022","3050","FAO TIER 1","kt","0.0025","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72362","Crop residues (Indirect emissions N2O)","0111","Wheat","2022","2022","3050","FAO TIER 1","kt","0.0006","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","7245","Burning crop residues (Biomass burned, dry matter)","0111","Wheat","2022","2022","3050","FAO TIER 1","t","5009.7203","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72307","Burning crop residues (Emissions N2O)","0111","Wheat","2022","2022","3050","FAO TIER 1","kt","0.0004","E","Estimated value",""
"GCE","Emissions from Crops","108","Burundi","72257","Burning crop residues (Emissions CH4)","0111","Wheat","2022","2022","3050","FAO TIER 1","kt","0.0135","E","Estimated value",""
"GCE","Emissions from Crops","132","Cabo Verde","72392","Crop residues (N content)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kg","83491.1389","E","Estimated value",""
"GCE","Emissions from Crops","132","Cabo Verde","72302","Crop residues (Emissions N2O)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kt","0.0016","E","Estimated value",""
"GCE","Emissions from Crops","132","Cabo Verde","72342","Crop residues (Direct emissions N2O)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kt","0.0013","E","Estimated value",""
"GCE","Emissions from Crops","132","Cabo Verde","72362","Crop residues (Indirect emissions N2O)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kt","0.0003","E","Estimated value",""
"GCE","Emissions from Crops","132","Cabo Verde","7245","Burning crop residues (Biomass burned, dry matter)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","t","19339.6","E","Estimated value",""
"GCE","Emissions from Crops","132","Cabo Verde","72307","Burning crop residues (Emissions N2O)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kt","0.0014","E","Estimated value",""
"GCE","Emissions from Crops","132","Cabo Verde","72257","Burning crop residues (Emissions CH4)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kt","0.0522","E","Estimated value",""
"GCE","Emissions from Crops","132","Cabo Verde","72302","Crop residues (Emissions N2O)","01802","Sugar cane","2022","2022","3050","FAO TIER 1","kt","","A","Official figure",""
"GCE","Emissions from Crops","132","Cabo Verde","7245","Burning crop residues (Biomass burned, dry matter)","01802","Sugar cane","2022","2022","3050","FAO TIER 1","t","2024.1","E","Estimated value",""
"GCE","Emissions from Crops","132","Cabo Verde","72307","Burning crop residues (Emissions N2O)","01802","Sugar cane","2022","2022","3050","FAO TIER 1","kt","0.0001","E","Estimated value",""
"GCE","Emissions from Crops","132","Cabo Verde","72257","Burning crop residues (Emissions CH4)","01802","Sugar cane","2022","2022","3050","FAO TIER 1","kt","0.0055","E","Estimated value",""
"GCE","Emissions from Crops","132","Cabo Verde","72392","Crop residues (N content)","01510","Potatoes","2022","2022","3050","FAO TIER 1","kg","7655.8913","E","Estimated value",""
"GCE","Emissions from Crops","132","Cabo Verde","72302","Crop residues (Emissions N2O)","01510","Potatoes","2022","2022","3050","FAO TIER 1","kt","0.0001","E","Estimated value",""
"GCE","Emissions from Crops","132","Cabo Verde","72342","Crop residues (Direct emissions N2O)","01510","Potatoes","2022","2022","3050","FAO TIER 1","kt","0.0001","E","Estimated value",""
"GCE","Emissions from Crops","132","Cabo Verde","72362","Crop residues (Indirect emissions N2O)","01510","Potatoes","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","72392","Crop residues (N content)","01701","Beans, dry","2022","2022","3050","FAO TIER 1","kg","908120.0109","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","72302","Crop residues (Emissions N2O)","01701","Beans, dry","2022","2022","3050","FAO TIER 1","kt","0.0175","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","72342","Crop residues (Direct emissions N2O)","01701","Beans, dry","2022","2022","3050","FAO TIER 1","kt","0.0143","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","72362","Crop residues (Indirect emissions N2O)","01701","Beans, dry","2022","2022","3050","FAO TIER 1","kt","0.0032","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","72392","Crop residues (N content)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kg","9494071.1672","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","72302","Crop residues (Emissions N2O)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kt","0.1828","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","72342","Crop residues (Direct emissions N2O)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kt","0.1492","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","72362","Crop residues (Indirect emissions N2O)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kt","0.0336","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","7245","Burning crop residues (Biomass burned, dry matter)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","t","196434","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","72307","Burning crop residues (Emissions N2O)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kt","0.0138","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","72257","Burning crop residues (Emissions CH4)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kt","0.5304","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","72302","Crop residues (Emissions N2O)","01802","Sugar cane","2022","2022","3050","FAO TIER 1","kt","","A","Official figure",""
"GCE","Emissions from Crops","116","Cambodia","7245","Burning crop residues (Biomass burned, dry matter)","01802","Sugar cane","2022","2022","3050","FAO TIER 1","t","13447.9554","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","72307","Burning crop residues (Emissions N2O)","01802","Sugar cane","2022","2022","3050","FAO TIER 1","kt","0.0009","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","72257","Burning crop residues (Emissions CH4)","01802","Sugar cane","2022","2022","3050","FAO TIER 1","kt","0.0363","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","72392","Crop residues (N content)","0113","Rice","2022","2022","3050","FAO TIER 1","kg","153110014.1907","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","72302","Crop residues (Emissions N2O)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","2.9474","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","72342","Crop residues (Direct emissions N2O)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","2.406","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","72362","Crop residues (Indirect emissions N2O)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","0.5414","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","7245","Burning crop residues (Biomass burned, dry matter)","0113","Rice","2022","2022","3050","FAO TIER 1","t","1816650","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","72307","Burning crop residues (Emissions N2O)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","0.1272","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","72257","Burning crop residues (Emissions CH4)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","4.905","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","5312","Area harvested","0113","Rice","2022","2022","3050","FAO TIER 1","ha","3303000","A","Official figure",""
"GCE","Emissions from Crops","116","Cambodia","72255","Rice cultivation (Emissions CH4)","0113","Rice","2022","2022","3050","FAO TIER 1","kt","515.4596","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","72392","Crop residues (N content)","0141","Soya beans","2022","2022","3050","FAO TIER 1","kg","918071.7878","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","72302","Crop residues (Emissions N2O)","0141","Soya beans","2022","2022","3050","FAO TIER 1","kt","0.0177","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","72342","Crop residues (Direct emissions N2O)","0141","Soya beans","2022","2022","3050","FAO TIER 1","kt","0.0144","E","Estimated value",""
"GCE","Emissions from Crops","116","Cambodia","72362","Crop residues (Indirect emissions N2O)","0141","Soya beans","2022","2022","3050","FAO TIER 1","kt","0.0032","E","Estimated value",""
"GCE","Emissions from Crops","120","Cameroon","72392","Crop residues (N content)","01701","Beans, dry","2022","2022","3050","FAO TIER 1","kg","4199865.0257","E","Estimated value",""
"GCE","Emissions from Crops","120","Cameroon","72302","Crop residues (Emissions N2O)","01701","Beans, dry","2022","2022","3050","FAO TIER 1","kt","0.0808","E","Estimated value",""
"GCE","Emissions from Crops","120","Cameroon","72342","Crop residues (Direct emissions N2O)","01701","Beans, dry","2022","2022","3050","FAO TIER 1","kt","0.066","E","Estimated value",""
"GCE","Emissions from Crops","120","Cameroon","72362","Crop residues (Indirect emissions N2O)","01701","Beans, dry","2022","2022","3050","FAO TIER 1","kt","0.0148","E","Estimated value",""
"GCE","Emissions from Crops","120","Cameroon","72392","Crop residues (N content)","0112","Maize (corn)","2022","2022","3050","FAO TIER 1","kg","21887909.3692","E","Estimated value",""
